Description,Assay_ID,Authors,Data_Repository,Status_Milestone_NanoBRET_tracer,Data_Format,Provider_institution,Repository,Gene,Endpoint,Link_Milestone_NanoBRET_assay,Endpoint_detection,Dataset_ID,Release_Date,Data_Link,PI,Status_Milestone_NanoBRET_assay,Link_Milestone_NanoBRET_tracer,id,pharosReady,name
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,PKN3,fold change,https://www.synapse.org/#!Synapse:syn18435648,fluorescence intensity,syn18435648,null,https://www.synapse.org/#!Synapse:syn18435648,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn18435648,https://repo.metadatacenter.org/template-instances/20d70380-4dd9-410a-9cf1-16dded521bf5,true,NanoLuc®-fused PKN3
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,STK17B,fold change,https://www.synapse.org/#!Synapse:syn18435644,fluorescence intensity,syn18435644,null,https://www.synapse.org/#!Synapse:syn18435644,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn18435644,https://repo.metadatacenter.org/template-instances/987abacc-f090-423f-bbe4-a2f47bc060b4,true,NanoLuc®-fused STK17B
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,CDK19,fold change,https://www.synapse.org/#!Synapse:syn20689588,fluorescence intensity,syn20689588,null,https://www.synapse.org/#!Synapse:syn20689588,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20689588,https://repo.metadatacenter.org/template-instances/1f283cd5-6738-4ab7-a2c5-d0901d442337,true,NanoLuc®-fused CDK19
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,DCLK3,fold change,https://www.synapse.org/#!Synapse:syn20689587,fluorescence intensity,syn20689587,null,https://www.synapse.org/#!Synapse:syn20689587,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20689587,https://repo.metadatacenter.org/template-instances/6466e225-627f-4c8c-b9ff-93d58b33b061,true,NanoLuc®-fused DCLK3
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,HIPK1,fold change,https://www.synapse.org/#!Synapse:syn20689586,fluorescence intensity,syn20689586,null,https://www.synapse.org/#!Synapse:syn20689586,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20689586,https://repo.metadatacenter.org/template-instances/995def1b-861f-4cb2-a82b-2f38fa198346,true,NanoLuc®-fused HIPK1
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,HIPK3,fold change,https://www.synapse.org/#!Synapse:syn20689585,fluorescence intensity,syn20689585,null,https://www.synapse.org/#!Synapse:syn20689585,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20689585,https://repo.metadatacenter.org/template-instances/d084dc09-f360-4ce8-96bb-191bb0bd7f9b,true,NanoLuc®-fused HIPK3
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,HIPK4,fold change,https://www.synapse.org/#!Synapse:syn20689584,fluorescence intensity,syn20689584,null,https://www.synapse.org/#!Synapse:syn20689584,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20689584,https://repo.metadatacenter.org/template-instances/131edb3b-7554-40eb-a307-53ecde4e899d,true,NanoLuc®-fused HIPK4
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,MAPK4,fold change,https://www.synapse.org/#!Synapse:syn20689583,fluorescence intensity,syn20689583,null,https://www.synapse.org/#!Synapse:syn20689583,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20689583,https://repo.metadatacenter.org/template-instances/0018f56d-96ee-4812-8372-3e2080ef0da7,true,NanoLuc®-fused MAPK4
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,MARK4,fold change,https://www.synapse.org/#!Synapse:syn20689582,fluorescence intensity,syn20689582,null,https://www.synapse.org/#!Synapse:syn20689582,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20689582,https://repo.metadatacenter.org/template-instances/b17fd11b-3dec-496f-b3d4-ba7d0831602b,true,NanoLuc®-fused MARK4
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,NEK4,fold change,https://www.synapse.org/#!Synapse:syn20689580,fluorescence intensity,syn20689580,null,https://www.synapse.org/#!Synapse:syn20689580,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20689580,https://repo.metadatacenter.org/template-instances/f89106c7-c616-4572-ae8c-0c85c5c348d1,true,NanoLuc®-fused NEK4
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,NEK11,fold change,https://www.synapse.org/#!Synapse:syn20689581,fluorescence intensity,syn20689581,null,https://www.synapse.org/#!Synapse:syn20689581,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20689581,https://repo.metadatacenter.org/template-instances/8921212e-ef40-4283-9314-ac9ad10aff8a,true,NanoLuc®-fused NEK11
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,CAMK1D,fold change,https://www.synapse.org/#!Synapse:syn20715311,fluorescence intensity,syn20715311,null,https://www.synapse.org/#!Synapse:syn20715311,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20715311,https://repo.metadatacenter.org/template-instances/54bc3586-6eb3-4b06-9479-e5dcddc2c522,true,NanoLuc®-fused CAMK1D
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,CILK1,fold change,https://www.synapse.org/#!Synapse:syn20715313,fluorescence intensity,syn20715313,null,https://www.synapse.org/#!Synapse:syn20715313,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20715313,https://repo.metadatacenter.org/template-instances/79736ee9-bac6-45a8-baf8-09adc5827f34,true,NanoLuc®-fused ICK
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,MAP3K10,fold change,https://www.synapse.org/#!Synapse:syn20715315,fluorescence intensity,syn20715315,null,https://www.synapse.org/#!Synapse:syn20715315,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20715315,https://repo.metadatacenter.org/template-instances/5fd4c283-b44a-4056-88dd-4e86a632486b,true,NanoLuc®-fused MAP3K10
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,MARK3,fold change,https://www.synapse.org/#!Synapse:syn20715316,fluorescence intensity,syn20715316,null,https://www.synapse.org/#!Synapse:syn20715316,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20715316,https://repo.metadatacenter.org/template-instances/92a352c4-e22d-447f-b6f1-4030a58faf4b,true,NanoLuc®-fused MARK3
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,NEK5,fold change,https://www.synapse.org/#!Synapse:syn20715309,fluorescence intensity,syn20715309,null,https://www.synapse.org/#!Synapse:syn20715309,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20715309,https://repo.metadatacenter.org/template-instances/7c48f7c7-6c61-4ef1-b311-4ef39206386f,true,NanoLuc®-fused NEK5
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,PHKG1,fold change,https://www.synapse.org/#!Synapse:syn20715295,fluorescence intensity,syn20715295,null,https://www.synapse.org/#!Synapse:syn20715295,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20715295,https://repo.metadatacenter.org/template-instances/d4661c2c-5689-4656-96e5-3915b2d73e4e,true,NanoLuc®-fused PHKG1
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,STK3,fold change,https://www.synapse.org/#!Synapse:syn20715294,fluorescence intensity,syn20715294,null,https://www.synapse.org/#!Synapse:syn20715294,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20715294,https://repo.metadatacenter.org/template-instances/8cc99b06-89c2-46a8-9695-5c3e5b829e60,true,NanoLuc®-fused STK3
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,STK32A,fold change,https://www.synapse.org/#!Synapse:syn20715293,fluorescence intensity,syn20715293,null,https://www.synapse.org/#!Synapse:syn20715293,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20715293,https://repo.metadatacenter.org/template-instances/115aae6d-d81a-42de-8cc3-9b66b6c88642,true,NanoLuc®-fused STK32A
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,STK32B,fold change,https://www.synapse.org/#!Synapse:syn20715292,fluorescence intensity,syn20715292,null,https://www.synapse.org/#!Synapse:syn20715292,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20715292,https://repo.metadatacenter.org/template-instances/1c5137d8-161b-419c-b7dc-31e662e85329,true,NanoLuc®-fused STK32B
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,STK38L,fold change,https://www.synapse.org/#!Synapse:syn20715291,fluorescence intensity,syn20715291,null,https://www.synapse.org/#!Synapse:syn20715291,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn20715291,https://repo.metadatacenter.org/template-instances/cf872251-67ac-487b-ad7d-0f7521b4808a,true,NanoLuc®-fused STK38L
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,DYRK3,fold change,https://www.synapse.org/#!Synapse:syn21519482,fluorescence intensity,syn21519482,null,https://www.synapse.org/#!Synapse:syn21519482,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn21519482,https://repo.metadatacenter.org/template-instances/66de9464-7887-44cc-9716-1276b2b6ccbe,true,NanoLuc®-fused DYRK3
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,ERN2,fold change,https://www.synapse.org/#!Synapse:syn21519483,fluorescence intensity,syn21519483,null,https://www.synapse.org/#!Synapse:syn21519483,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn21519483,https://repo.metadatacenter.org/template-instances/9175df4f-a5af-49cf-b2aa-68b3170aba97,true,NanoLuc®-fused ERN2
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,MAP3K21,fold change,https://www.synapse.org/#!Synapse:syn21519484,fluorescence intensity,syn21519484,null,https://www.synapse.org/#!Synapse:syn21519484,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn21519484,https://repo.metadatacenter.org/template-instances/a7163171-47ea-448d-b833-5dceb0479e89,true,NanoLuc®-fused MAP3K21
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,COQ8B,fold change,https://www.synapse.org/#!Synapse:syn21519486,fluorescence intensity,syn21519486,null,https://www.synapse.org/#!Synapse:syn21519486,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn21519486,https://repo.metadatacenter.org/template-instances/725a73a1-85a6-46b8-8bad-209a04183a65,true,NanoLuc®-fused COQ8B
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,CSNK1A1L,fold change,https://www.synapse.org/#!Synapse:syn21519487,fluorescence intensity,syn21519487,null,https://www.synapse.org/#!Synapse:syn21519487,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn21519487,https://repo.metadatacenter.org/template-instances/039ee8bb-84d6-4dda-8d25-56e8504186df,true,NanoLuc®-fused CSNK1A1L
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,DSTYK,fold change,https://www.synapse.org/#!Synapse:syn21519488,fluorescence intensity,syn21519488,null,https://www.synapse.org/#!Synapse:syn21519488,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn21519488,https://repo.metadatacenter.org/template-instances/7f457bdd-5c8e-4f89-aaaa-08715f3f99d0,true,NanoLuc®-fused DSTYK
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,MAST3,fold change,https://www.synapse.org/#!Synapse:syn21519489,fluorescence intensity,syn21519489,null,https://www.synapse.org/#!Synapse:syn21519489,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn21519489,https://repo.metadatacenter.org/template-instances/5716452e-d1ef-40b0-8c33-c1861cc95977,true,NanoLuc®-fused MAST3
NanoBRET Assay Tracer Titration,BAO_0010069,Julie Pickett,Synapse,Complete,PDF,UNC-CH,,MAST4,fold change,https://www.synapse.org/#!Synapse:syn21519490,fluorescence intensity,syn21519490,null,https://www.synapse.org/#!Synapse:syn21519490,Tim Willson,Complete,https://www.synapse.org/#!Synapse:syn21519490,https://repo.metadatacenter.org/template-instances/3a0842dc-991c-4c56-a988-7fee54af3dd9,true,NanoLuc®-fused MAST4
