sgRNA_sequence,Ga_chimeric,Repository_page_link,Vector_type,tTA_TEV,Status_Milestone_cDNA,oGPCR_Uni,Name,Status_Milestone_CRISPR,Promoter,Presto_protease,Vector_page_link,Empty,Chimeric_Uni,Repository,Gene,Data_page_link,Vector_ID,Vector_backbone_id,oGPCR,Tag,RRID,id,pharosReady
not applicable,null,https://www.addgene.org/140988/,cDNA,null,null,null,pcDNA3.1-Beta3,null,CMV,null,not applicable,No,null,addgene,TAS2R41,https://www.nature.com/articles/s41589-020-0535-8,addgene140988,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/e32838ec-2981-4542-b223-e1ee3a4bee87,true
not applicable,null,https://www.addgene.org/140988/,cDNA,null,null,null,pcDNA3.1-Beta3,null,CMV,null,not applicable,No,null,addgene,TAS2R42,https://www.nature.com/articles/s41589-020-0535-8,addgene140988,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/54a941a8-150a-43ef-a080-91b39a67208e,true
not applicable,null,https://www.addgene.org/140988/,cDNA,null,null,null,pcDNA3.1-Beta3,null,CMV,null,not applicable,No,null,addgene,TAS2R43,https://www.nature.com/articles/s41589-020-0535-8,addgene140988,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/9dc14a81-d8f9-446e-a132-eb45d29dad43,true
not applicable,null,https://www.addgene.org/140988/,cDNA,null,null,null,pcDNA3.1-Beta3,null,CMV,null,not applicable,No,null,addgene,TAS2R46,https://www.nature.com/articles/s41589-020-0535-8,addgene140988,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/ffdf01f1-133e-4ad4-b4f3-6bb4cd5489cc,true
not applicable,null,https://www.addgene.org/140988/,cDNA,null,null,null,pcDNA3.1-Beta3,null,CMV,null,not applicable,No,null,addgene,TAS2R5,https://www.nature.com/articles/s41589-020-0535-8,addgene140988,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/0fec53b8-524d-4eef-ba76-3004f5a6587e,true
not applicable,null,https://www.addgene.org/140988/,cDNA,null,null,null,pcDNA3.1-Beta3,null,CMV,null,not applicable,No,null,addgene,TAS2R50,https://www.nature.com/articles/s41589-020-0535-8,addgene140988,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/b02d0141-4881-4b63-82e1-a4fd25f8f2a2,true
not applicable,null,https://www.addgene.org/140988/,cDNA,null,null,null,pcDNA3.1-Beta3,null,CMV,null,not applicable,No,null,addgene,TAS2R60,https://www.nature.com/articles/s41589-020-0535-8,addgene140988,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/ec620e3b-76f6-4818-814a-c0d25389cab8,true
not applicable,null,https://www.addgene.org/140988/,cDNA,null,null,null,pcDNA3.1-Beta3,null,CMV,null,not applicable,No,null,addgene,TAS2R7,https://www.nature.com/articles/s41589-020-0535-8,addgene140988,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/f98cf82f-7934-4699-aaa7-2889714ef455,true
not applicable,null,https://www.addgene.org/140988/,cDNA,null,null,null,pcDNA3.1-Beta3,null,CMV,null,not applicable,No,null,addgene,TAS2R8,https://www.nature.com/articles/s41589-020-0535-8,addgene140988,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/5514bd79-e548-4dda-ab10-c07658d1efca,true
not applicable,null,https://www.addgene.org/140988/,cDNA,null,null,null,pcDNA3.1-Beta3,null,CMV,null,not applicable,No,null,addgene,TAS2R9,https://www.nature.com/articles/s41589-020-0535-8,addgene140988,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/f9497e71-866b-4dc2-a1ed-3143be8f3768,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRA1,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/10cecc6e-eb9d-412b-b24e-ca37e057f965,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRA3,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/5d0b94de-f36f-4fa3-a867-6dcbe0166f97,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRB2,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/282d351c-7587-409a-820f-eca68fc72388,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRB3,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/a56be405-ff35-42e0-ace0-c77af2528e71,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRD1,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/11517959-71cd-4b7e-b6d6-1db3403a1ce6,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRD2,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/02b8a54a-68cb-4ba7-a734-3dbde3e379db,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRE1,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/b451281a-bd73-4b27-bb06-bd4347636a5c,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRE3,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/1b9464f2-c913-4f70-9302-440603498f2c,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRF1,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/e67e054e-c0af-4793-8609-d4cd223de385,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRF2,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/eaf55ccf-0694-4bb0-855f-87ce53fc92bb,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRF3,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/6ff99a1d-6e0e-4670-8bc8-ce676ffa23ad,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRF4,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/8baa1562-4139-44f6-b586-bcea00e8dd87,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRF5,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/c73c42e5-0e7a-40f5-85f3-f2ed277d2f49,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRG2,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/7abbb54c-ab84-4e15-9a19-aefd433f05b3,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRG3,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/748a969d-8b73-42e6-8f7c-ed05baa9a130,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRG4,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/bfa459ae-4c0d-4367-80b9-042e10440383,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRG5,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/79372a97-0889-4192-aa5d-4902658157df,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,ADGRG7,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/f5e42f37-4955-4c5f-aec6-afc143e4ea60,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,FZD10,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/956f663b-60f5-4c51-a5db-3a428454cf66,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GNRHR2,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/6384da86-c27b-4fdd-b91e-9ca404bd8651,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR101,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/6bb7746c-a859-46f9-ac64-53c4b181deb1,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR12,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/77ba08a3-a4e6-4437-890e-6747da3e9319,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR135,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/cac49e1a-cda1-4214-8a5c-f572173185df,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR137,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/8068d0b0-c723-4a82-b3d9-e05ddafef2e8,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR139,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/1eb1ee4f-ce91-4b9c-8842-220413faba2e,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR141,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/e85a9c0e-74ea-4d48-9ce2-09efb00487d8,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR142,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/605cf75f-386a-473f-8f62-ddf8c426431a,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR146,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/73c1629f-ba64-4318-bd8d-dbd8e0f109b8,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR149,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/469f6287-e1c9-4a4c-9f91-c3e9fb0fa9bc,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR150,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/7e422b99-36ec-4774-8d09-d75cc969582e,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR151,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/04dd1327-7312-4904-b8e3-983945f2064c,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR152,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/962c3d49-65e7-4432-ae13-339503bd137e,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR153,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/799b1efa-901e-4664-8bfe-0a6327ce8e81,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR156,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/5475b680-8814-4398-a13b-a96e9f37f4a4,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR157,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/baa944dd-38ce-4bf8-962d-3bbb6830ce19,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR160,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/61097ba7-8f5e-4acb-a2f7-4aae07378551,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR162,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/13319f3b-0a55-482b-afcf-c431605a0d34,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR171,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/bf0ea263-a84b-443e-8be1-46ca35b5e5cf,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR173,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/528ee17e-2433-4469-8314-2f47a4ef9ebd,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR174,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/eef70c3c-edb9-4bb9-bb73-ab2b9049a6b4,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR18,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/d602aa20-a38f-4d0b-85bd-df31dc33fd02,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR19,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/bc073f58-b9a4-4f73-a9a4-4ea882d1902b,true
not applicable,null,https://www.addgene.org/140987/,cDNA,null,null,null,pcDNA3.1-Beta1,null,CMV,null,not applicable,No,null,addgene,GPR20,https://www.nature.com/articles/s41589-020-0535-8,addgene140987,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/7e95d41b-5a63-4f3d-99e0-4622cb4e1278,true
